"Date","Marketplace","ASIN","SKU","Name","SalesOrganic","SalesPPC","SalesSponsoredProducts","SalesSponsoredDisplay","UnitsOrganic","UnitsPPC","UnitsSponsoredProducts","UnitsSponsoredDisplay","Refunds","PromoValue","SponsoredProducts","SponsoredDisplay","SponsoredВrands","SponsoredBrandsVideo","Google ads","Facebook ads","GiftWrap","Shipping","Refund Commission","Refund DigitalServicesFee","Refund FBACustomerReturnPerUnitFee","Refund GoodwillPrincipal","Refund Principal","Refund Promotion","Refund RefundCommission","Refund ShippingCharge","Refund ShippingChargeback","Refund ShippingTax","Refund ShippingTaxDiscount","Refund ShipPromotion","Refund TaxDiscount","RefundsCostsDamaged","Value of returned items","ProductCost Unsellable Refunds","Commission","COMPENSATED_CLAWBACK","DigitalServicesFee","FBADisposalFee","FBAPerUnitFulfillmentFee","FBAStorageFee","MISSING_FROM_INBOUND","MISSING_FROM_INBOUND_CLAWBACK","REVERSAL_REIMBURSEMENT","EstimatedPayout","ProductCost Sales","ProductCost Non-Amazon","ProductCost MultichannelCosts","ProductCost MissingFromInbound","ProductCost CostOfMissingReturns","VAT","GrossProfit","NetProfit","Margin","Real ACOS","Sessions","Unit Session Percentage","Ads spend","Sellable Returns %","ROI"
"12/10/2025","Amazon.fr","B0FL2WXF6Z","LC-PUP-M2","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","26.74","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.71","0.00","-0.24","0.00","-6.81","0.00","0.00","0.00","0.00","14.29","-3.48","0.00","0.00","0.00","0.00","-4.46","6.35","6.35","23.76","0.00","1","100.00","0.00","0.00","182.47"
"12/10/2025","Amazon.it","B0F1TJMJD2","LC-PUP-M","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","24.99","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.75","0.00","-0.08","0.00","-6.81","0.00","0.00","0.00","0.00","14.35","-3.48","0.00","0.00","0.00","0.00","-4.51","6.36","6.36","25.46","0.00","2","50.00","0.00","0.00","182.76"
"12/10/2025","Amazon.es","B0C745GZ55","LC-NP-NUDE","Lillypads® Premium Nippelpads – DAS ORIGINAL – Selbstklebende Nipple Cover für Frauen – Wiederverwendbare Nipple Pads – 8cm – Klebe BH – Für Tiefen Rückenausschnitt – Nude","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-2.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2.37","0.00","0.00","0.00","0.00","0.00","0.00","-2.37","-2.37","0.00","0.00","5","0.00","-2.37","0.00","0.00"
"12/10/2025","Amazon.pl","B0C745GZ55","LC-NP-NUDE","Lillypads® Premium Nippelpads – DAS ORIGINAL – Selbstklebende Nipple Cover für Frauen – Wiederverwendbare Nipple Pads – 8cm – Klebe BH – Für Tiefen Rückenausschnitt – Nude","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00"
"12/10/2025","Amazon.de","B0C743KWDS","LC-NP-TANNED","Lillypads® Premium Nippelpads – DAS ORIGINAL – Selbstklebende Nipple Cover für Frauen – Wiederverwendbare Nipple Pads – 8cm – Klebe BH – Für Tiefen Rückenausschnitt – Tanned","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4","0.00","0.00","0.00","0.00"
"12/10/2025","Amazon.fr","B0C743KWDS","LC-NP-TANNED","Lillypads® Premium Nippelpads – DAS ORIGINAL – Selbstklebende Nipple Cover für Frauen – Wiederverwendbare Nipple Pads – 8cm – Klebe BH – Für Tiefen Rückenausschnitt – Tanned","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00"
"12/10/2025","Amazon.fr","B0F1TCVQLV","LC-PUP-L","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00"
"12/10/2025","Amazon.it","B0F1TCVQLV","LC-PUP-L","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00"
"12/10/2025","Amazon.es","B0F1TJMJD2","LC-PUP-M","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00"
"12/10/2025","Amazon.fr","B0F1TJMJD2","LC-PUP-M","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4","0.00","0.00","0.00","0.00"
"12/10/2025","Amazon.nl","B0F1TJMJD2","LC-PUP-M","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2","0.00","0.00","0.00","0.00"
"13/10/2025","Amazon.de","B0C745GZ55","LC-NP-NUDE","Lillypads® Premium Nippelpads – DAS ORIGINAL – Selbstklebende Nipple Cover für Frauen – Wiederverwendbare Nipple Pads – 8cm – Klebe BH – Für Tiefen Rückenausschnitt – Nude","106.50","49.75","49.75","0.00","9","5","5","0","1","0.00","-21.91","0.00","0.00","0.00","0.00","0.00","0.00","-13.92","0.80","0.00","0.00","0.00","-9.95","0.00","-0.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.85","0.00","-11.20","0.00","0.00","0.00","-25.62","0.00","0.00","0.00","6.37","80.66","-25.90","0.00","0.00","0.00","-1.85","-24.39","30.37","30.37","19.44","14.02","61","22.95","-21.91","0.00","109.44"
"13/10/2025","Amazon.de","B086ZV2C56","VOMENO-GWG12","Vomeno® 12er Set Gewürzgläser mit Edelstahl Aroma-Deckel – Hochwertige Gewürzdosen für Gewürze & Kräuter – Vorratsdosen/Gläser inkl. Gewürz-Streuer (leer)","17.95","107.70","107.70","0.00","1","6","6","0","2","0.00","-19.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.48","0.00","0.00","0.00","-29.90","0.00","-0.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-18.83","0.00","0.00","0.00","-26.64","0.00","0.00","0.00","0.00","33.97","0.00","0.00","0.00","0.00","0.00","-15.54","18.43","18.43","14.67","15.83","66","12.12","-19.89","0.00","0.00"
"13/10/2025","Amazon.fr","B0C745GZ55","LC-NP-NUDE","Lillypads® Premium Nippelpads – DAS ORIGINAL – Selbstklebende Nipple Cover für Frauen – Wiederverwendbare Nipple Pads – 8cm – Klebe BH – Für Tiefen Rückenausschnitt – Nude","27.89","35.85","35.85","0.00","2","3","3","0","1","0.00","-16.74","0.00","0.00","0.00","0.00","0.00","0.00","-3.32","0.96","0.02","0.00","0.00","-11.95","0.00","-0.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.85","0.00","-4.80","0.00","-0.47","0.00","-14.05","0.00","0.00","0.00","0.00","13.20","-9.25","0.00","0.00","0.00","0.00","-8.63","-2.83","-2.83","-4.44","26.26","23","21.74","-16.74","0.00","-30.59"
"13/10/2025","Amazon.de","B0F1TJMJD2","LC-PUP-M","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","79.80","19.95","19.95","0.00","4","1","1","0","3","0.00","-13.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.97","0.00","-6.20","0.00","-59.85","0.00","-1.80","0.00","0.00","0.00","0.00","0.00","0.00","-13.92","10.44","-13.92","-14.95","0.00","0.00","0.00","-15.45","0.00","0.00","0.00","0.00","-3.31","-17.40","0.00","0.00","0.00","0.00","-6.65","-30.84","-30.84","-30.92","13.81","54","9.26","-13.78","0.00","-177.24"
"13/10/2025","Amazon.de","B0C9WW49K2","LC-BT-NUDE","Lillypads® Premium Boob Tape - DAS ORIGINAL - Brust Tape - Extra Nippelpads - Boobytape - Klebe Push Up BH - Rückenfreier BH - Boobietape - Klebe-BH","14.95","44.85","44.85","0.00","1","3","3","0","0","0.00","-15.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.50","0.00","-3.50","-4.80","0.00","0.00","0.00","-12.56","0.00","0.00","0.00","0.00","25.71","-14.00","0.00","0.00","0.00","0.00","-9.55","-1.34","-1.34","-2.24","25.35","26","15.38","-15.16","0.00","-9.57"
"13/10/2025","Amazon.fr","B0C743KWDS","LC-NP-TANNED","Lillypads® Premium Nippelpads – DAS ORIGINAL – Selbstklebende Nipple Cover für Frauen – Wiederverwendbare Nipple Pads – 8cm – Klebe BH – Für Tiefen Rückenausschnitt – Tanned","35.85","0.00","0.00","0.00","3","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2.88","0.00","-0.24","0.00","-8.43","0.00","0.00","0.00","0.00","24.30","-5.55","0.00","0.00","0.00","0.00","-5.98","12.77","12.77","35.63","0.00","8","37.50","0.00","0.00","230.09"
"13/10/2025","Amazon.de","B0FL2WXF6Z","LC-PUP-M2","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","59.85","0.00","0.00","0.00","3","0","0","0","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.98","0.00","0.00","0.00","-39.90","0.00","-1.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.96","0.00","-8.97","0.00","0.00","0.00","-9.42","0.00","0.00","0.00","0.00","6.34","-10.44","0.00","0.00","0.00","0.00","-3.33","-0.47","-0.47","-0.78","0.00","12","25.00","0.00","0.00","-4.50"
"13/10/2025","Amazon.fr","B0C9WW49K2","LC-BT-NUDE","Lillypads® Premium Boob Tape - DAS ORIGINAL - Brust Tape - Extra Nippelpads - Boobytape - Klebe Push Up BH - Rückenfreier BH - Boobietape - Klebe-BH","14.99","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.20","0.00","-0.12","0.00","-5.06","0.00","0.00","0.00","0.00","8.61","-3.50","0.00","0.00","0.00","0.00","-2.50","2.61","2.61","17.42","0.00","4","25.00","0.00","0.00","74.57"
"13/10/2025","Amazon.es","B0C745GZ55","LC-NP-NUDE","Lillypads® Premium Nippelpads – DAS ORIGINAL – Selbstklebende Nipple Cover für Frauen – Wiederverwendbare Nipple Pads – 8cm – Klebe BH – Für Tiefen Rückenausschnitt – Nude","0.00","12.95","12.95","0.00","0","1","1","0","0","0.00","-3.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.04","0.00","-0.02","0.00","-5.50","0.00","0.00","0.00","0.00","3.38","-1.85","0.00","0.00","0.00","0.00","-2.25","-0.72","-0.72","-5.54","23.24","8","12.50","-3.01","0.00","-38.92"
"13/10/2025","Amazon.de","B0F1TCVQLV","LC-PUP-L","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","19.95","0.00","0.00","0.00","1","0","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.99","0.00","-1.57","0.00","-19.95","0.00","-0.60","0.00","0.00","0.00","0.00","0.00","0.00","-3.48","3.48","-3.48","-2.99","0.00","0.00","0.00","-3.14","0.00","0.00","0.00","0.00","-5.31","-3.48","0.00","0.00","0.00","0.00","0.00","-8.79","-8.79","-44.06","0.00","9","11.11","0.00","0.00","-252.59"
"13/10/2025","Amazon.de","B0C743KWDS","LC-NP-TANNED","Lillypads® Premium Nippelpads – DAS ORIGINAL – Selbstklebende Nipple Cover für Frauen – Wiederverwendbare Nipple Pads – 8cm – Klebe BH – Für Tiefen Rückenausschnitt – Tanned","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3","0.00","0.00","0.00","0.00"
"13/10/2025","Amazon.es","B0C743KWDS","LC-NP-TANNED","Lillypads® Premium Nippelpads – DAS ORIGINAL – Selbstklebende Nipple Cover für Frauen – Wiederverwendbare Nipple Pads – 8cm – Klebe BH – Für Tiefen Rückenausschnitt – Tanned","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4","0.00","0.00","0.00","0.00"
"13/10/2025","Amazon.com.be","B0F1TJMJD2","LC-PUP-M","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2","0.00","0.00","0.00","0.00"
"13/10/2025","Amazon.es","B0F1TJMJD2","LC-PUP-M","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00"
"13/10/2025","Amazon.fr","B0F1TJMJD2","LC-PUP-M","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2","0.00","0.00","0.00","0.00"
"13/10/2025","Amazon.it","B0F1TJMJD2","LC-PUP-M","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00"
"13/10/2025","Amazon.nl","B0F1TJMJD2","LC-PUP-M","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00"
"13/10/2025","Amazon.se","B0F1TJMJD2","LC-PUP-M","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00"
"13/10/2025","Amazon.pl","B0F1TJMJD2","LC-PUP-M","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00"
"14/10/2025","Amazon.de","B0C745GZ55","LC-NP-NUDE","Lillypads® Premium Nippelpads – DAS ORIGINAL – Selbstklebende Nipple Cover für Frauen – Wiederverwendbare Nipple Pads – 8cm – Klebe BH – Für Tiefen Rückenausschnitt – Nude","119.11","107.86","107.86","0.00","11","11","11","0","3","-1.42","-25.66","0.00","0.00","0.00","0.00","0.00","0.00","-7.55","2.25","0.00","0.00","0.00","-28.94","0.92","-0.45","-0.92","0.00","-0.07","0.07","0.92","0.03","0.00","5.55","0.00","-17.41","0.00","0.00","0.00","-40.26","0.00","0.00","0.00","0.00","108.48","-40.70","0.00","0.00","0.00","0.00","-32.28","41.05","41.05","18.09","11.31","50","44.00","-25.66","0.00","100.86"
"14/10/2025","Amazon.de","B0C9WW49K2","LC-BT-NUDE","Lillypads® Premium Boob Tape - DAS ORIGINAL - Brust Tape - Extra Nippelpads - Boobytape - Klebe Push Up BH - Rückenfreier BH - Boobietape - Klebe-BH","137.05","29.90","29.90","0.00","9","2","2","0","0","-3.00","-16.54","0.00","0.00","0.00","0.00","0.00","0.00","-2.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-12.96","0.00","0.00","0.00","-35.74","0.00","0.00","0.00","0.00","96.61","-38.50","0.00","0.00","0.00","0.00","-26.28","31.83","31.83","19.07","9.91","38","28.95","-16.54","0.00","82.68"
"14/10/2025","Amazon.de","B0F1TJMJD2","LC-PUP-M","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","23.94","59.85","59.85","0.00","1","3","3","0","1","0.00","-10.28","0.00","0.00","0.00","0.00","0.00","0.00","-3.35","2.99","0.00","-3.10","0.00","-19.95","0.00","-0.60","-3.99","3.24","0.00","0.00","0.00","0.00","-6.96","3.48","-6.96","-11.96","0.00","0.00","0.00","-12.96","0.00","0.00","0.00","0.00","23.83","-13.92","0.00","0.00","0.00","0.00","-9.53","-3.10","-3.10","-3.70","12.27","46","8.70","-10.28","0.00","-22.27"
"14/10/2025","Amazon.de","B0FL2WXF6Z","LC-PUP-M2","Lillypads® Push Up Pads – DAS ORIGINAL - Selbstklebende BH Einlagen für Push-Up Effekt – Klebe BH - Wiederverwendbare BH Klebepads – Sticky Bra Silikon Pads - Cup A–D","39.90","0.00","0.00","0.00","2","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.48","0.00","-3.48","-5.98","0.00","0.00","0.00","-6.48","0.00","0.00","0.00","0.00","25.89","-6.96","0.00","0.00","0.00","0.00","-6.51","8.94","8.94","22.41","0.00","8","25.00","0.00","0.00","128.45"
"14/10/2025","Amazon.de","B086ZV2C56","VOMENO-GWG12","Vomeno® 12er Set Gewürzgläser mit Edelstahl Aroma-Deckel – Hochwertige Gewürzdosen für Gewürze & Kräuter – Vorratsdosen/Gläser inkl. Gewürz-Streuer (leer)","17.95","17.95","17.95","0.00","1","1","1","0","0","0.00","-24.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5.38","0.00","0.00","0.00","-8.88","0.00","0.00","0.00","0.00","-2.41","0.00","0.00","0.00","0.00","0.00","-5.73","-8.14","-8.14","-22.68","66.99","72","2.78","-24.05","0.00","0.00"
"14/10/2025","Amazon.fr","B0C745GZ55","LC-NP-NUDE","Lillypads® Premium Nippelpads – DAS ORIGINAL – Selbstklebende Nipple Cover für Frauen – Wiederverwendbare Nipple Pads – 8cm – Klebe BH – Für Tiefen Rückenausschnitt – Nude","0.00","11.95","11.95","0.00","0","1","1","0","0","0.00","-12.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.96","0.00","-0.08","0.00","-2.81","0.00","0.00","0.00","0.00","-4.61","-1.85","0.00","0.00","0.00","0.00","-1.99","-8.45","-8.45","-70.73","106.36","17","5.88","-12.71","0.00","-456.76"
"14/10/2025","Amazon.de","B0C743KWDS","LC-NP-TANNED","Lillypads® Premium Nippelpads – DAS ORIGINAL – Selbstklebende Nipple Cover für Frauen – Wiederverwendbare Nipple Pads – 8cm – Klebe BH – Für Tiefen Rückenausschnitt – Tanned","9.95","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.80","0.00","0.00","0.00","-1.86","0.00","0.00","0.00","0.00","7.29","-1.85","0.00","0.00","0.00","0.00","-1.59","3.85","3.85","38.71","0.00","7","14.29","0.00","0.00","208.11"
